,Invoice ID,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,cogs,Total,Date,Time,Payment,Rating
417,186-09-3669,TP HCM,Member,Nữ,Health and beauty,81.51,1,4.0755,81.51,85.59,1/22/19,10:57,Ewallet,8
418,848-07-1692,Đà Nẵng,Normal,Nữ,Health and beauty,57.22,2,5.722,114.44,120.16,1/12/19,17:13,Ewallet,7
419,745-71-3520,TP HCM,Member,Nữ,Electronic accessories,25.22,7,8.827,176.54,185.37,2/4/19,10:23,Cash,8
420,266-76-6436,TP HCM,Member,Nữ,Food and beverages,38.6,3,5.79,115.8,121.59,3/28/19,13:57,Ewallet,9
421,740-22-2500,TP HCM,Normal,Nữ,Electronic accessories,84.05,3,12.6075,252.15,264.76,1/23/19,13:29,Cash,8
422,271-88-8734,TP HCM,Member,Nữ,Fashion accessories,97.21,10,48.605,972.1,1020.71,2/8/19,13:00,Credit card,6
423,301-81-8610,Đà Nẵng,Member,Nam,Fashion accessories,25.42,8,10.168,203.36,213.53,3/19/19,19:42,Credit card,8
424,489-64-4354,TP HCM,Normal,Nam,Fashion accessories,16.28,1,0.814,16.28,17.09,3/9/19,15:36,Cash,9
425,198-84-7132,Đà Nẵng,Member,Nam,Fashion accessories,40.61,9,18.2745,365.49,383.76,1/2/19,13:40,Cash,6
426,269-10-8440,TP HCM,Member,Nam,Health and beauty,53.17,7,18.6095,372.19,390.8,1/21/19,18:01,Cash,8
427,650-98-6268,Đà Nẵng,Member,Nữ,Food and beverages,20.87,3,3.1305,62.61,65.74,3/20/19,13:53,Credit card,9
428,741-73-3559,Đà Nẵng,Normal,Nam,Sports and travel,67.27,5,16.8175,336.35,353.17,2/27/19,17:27,Cash,6
429,325-77-6186,Hà Nội,Member,Nữ,Home and lifestyle,90.65,10,45.325,906.5,951.83,3/8/19,10:53,Ewallet,5
430,286-75-7818,Đà Nẵng,Normal,Nam,Fashion accessories,69.08,2,6.908,138.16,145.07,1/31/19,19:48,Credit card,8
431,574-57-9721,TP HCM,Normal,Nam,Food and beverages,43.27,2,4.327,86.54,90.87,3/8/19,16:53,Ewallet,7
432,459-50-7686,TP HCM,Normal,Nữ,Electronic accessories,23.46,6,7.038,140.76,147.8,1/13/19,19:14,Ewallet,8
433,616-87-0016,Đà Nẵng,Normal,Nam,Fashion accessories,95.54,7,33.439,668.78,702.22,3/9/19,14:36,Credit card,7
434,837-55-7229,Đà Nẵng,Normal,Nữ,Fashion accessories,47.44,1,2.372,47.44,49.81,2/22/19,18:19,Credit card,8
435,751-69-0068,TP HCM,Normal,Nam,Sports and travel,99.24,9,44.658,893.16,937.82,3/19/19,19:09,Ewallet,4
436,257-73-1380,TP HCM,Member,Nam,Sports and travel,82.93,4,16.586,331.72,348.31,1/20/19,16:51,Ewallet,7
437,345-08-4992,Hà Nội,Normal,Nam,Home and lifestyle,33.99,6,10.197,203.94,214.14,3/8/19,15:37,Credit card,7
438,549-96-4200,TP HCM,Member,Nam,Food and beverages,17.04,4,3.408,68.16,71.57,3/8/19,20:15,Ewallet,9
439,810-60-6344,TP HCM,Normal,Nữ,Electronic accessories,40.86,8,16.344,326.88,343.22,2/7/19,14:38,Credit card,7
440,450-28-2866,TP HCM,Member,Nam,Food and beverages,17.44,5,4.36,87.2,91.56,1/15/19,19:25,Cash,8
441,394-30-3170,Đà Nẵng,Member,Nữ,Sports and travel,88.43,8,35.372,707.44,742.81,3/22/19,19:35,Credit card,6
442,138-17-5109,TP HCM,Member,Nữ,Home and lifestyle,89.21,9,40.1445,802.89,843.03,1/15/19,15:42,Credit card,5
443,192-98-7397,TP HCM,Normal,Nam,Fashion accessories,12.78,1,0.639,12.78,13.42,1/8/19,14:11,Ewallet,7
444,301-11-9629,Hà Nội,Normal,Nữ,Sports and travel,19.1,7,6.685,133.7,140.39,1/15/19,10:43,Cash,7
445,390-80-5128,Đà Nẵng,Member,Nữ,Health and beauty,19.15,1,0.9575,19.15,20.11,1/28/19,17:58,Credit card,7
446,235-46-8343,TP HCM,Member,Nam,Food and beverages,27.66,10,13.83,276.6,290.43,2/14/19,11:26,Credit card,7
447,453-12-7053,TP HCM,Normal,Nam,Fashion accessories,45.74,3,6.861,137.22,144.08,3/10/19,17:38,Credit card,8
448,296-11-7041,Đà Nẵng,Member,Nữ,Health and beauty,27.07,1,1.3535,27.07,28.42,1/12/19,20:07,Credit card,6
449,449-27-2918,Đà Nẵng,Member,Nữ,Sports and travel,39.12,1,1.956,39.12,41.08,3/26/19,11:02,Credit card,7
450,891-01-7034,TP HCM,Normal,Nữ,Electronic accessories,74.71,6,22.413,448.26,470.67,1/1/19,19:07,Cash,6
451,744-09-5786,TP HCM,Normal,Nam,Electronic accessories,22.01,6,6.603,132.06,138.66,1/2/19,18:50,Cash,8
452,727-17-0390,Hà Nội,Normal,Nữ,Food and beverages,63.61,5,15.9025,318.05,333.95,3/16/19,12:43,Ewallet,7
453,568-88-3448,Hà Nội,Normal,Nam,Health and beauty,25,1,1.25,25,26.25,3/3/19,15:09,Ewallet,7
454,187-83-5490,Hà Nội,Member,Nam,Electronic accessories,20.77,4,4.154,83.08,87.23,1/31/19,13:47,Cash,8
455,767-54-1907,Đà Nẵng,Member,Nữ,Fashion accessories,29.56,5,7.39,147.8,155.19,2/13/19,16:59,Cash,8
456,710-46-4433,Đà Nẵng,Member,Nữ,Food and beverages,77.4,9,34.83,696.6,731.43,2/15/19,14:15,Credit card,5
457,533-33-5337,Đà Nẵng,Normal,Nam,Electronic accessories,79.39,10,39.695,793.9,833.6,2/7/19,20:24,Cash,6
458,325-90-8763,TP HCM,Member,Nữ,Electronic accessories,46.57,10,23.285,465.7,488.99,1/27/19,13:58,Cash,6
459,729-46-7422,TP HCM,Normal,Nam,Food and beverages,35.89,1,1.7945,35.89,37.68,2/23/19,16:52,Credit card,7
460,639-76-1242,TP HCM,Normal,Nam,Food and beverages,40.52,5,10.13,202.6,212.73,2/3/19,15:19,Cash,7
461,234-03-4040,TP HCM,Member,Nữ,Food and beverages,73.05,10,36.525,730.5,767.03,3/3/19,12:25,Credit card,7
462,326-71-2155,TP HCM,Normal,Nữ,Sports and travel,73.95,4,14.79,295.8,310.59,2/3/19,10:02,Cash,7
463,320-32-8842,TP HCM,Member,Nữ,Food and beverages,22.62,1,1.131,22.62,23.75,3/17/19,18:58,Cash,7
464,470-32-9057,Hà Nội,Member,Nam,Food and beverages,51.34,5,12.835,256.7,269.54,3/28/19,15:31,Credit card,6
465,878-30-2331,TP HCM,Member,Nữ,Sports and travel,54.55,10,27.275,545.5,572.78,3/2/19,11:22,Credit card,4
466,440-59-5691,TP HCM,Member,Nữ,Health and beauty,37.15,7,13.0025,260.05,273.05,2/8/19,13:12,Credit card,8
467,554-53-3790,TP HCM,Normal,Nam,Sports and travel,37.02,6,11.106,222.12,233.23,3/22/19,18:33,Cash,8
468,746-19-0921,TP HCM,Normal,Nam,Food and beverages,21.58,1,1.079,21.58,22.66,2/9/19,10:02,Ewallet,8
469,233-34-0817,TP HCM,Member,Nữ,Electronic accessories,98.84,1,4.942,98.84,103.78,2/15/19,11:21,Cash,8
470,767-05-1286,TP HCM,Member,Nữ,Home and lifestyle,83.77,6,25.131,502.62,527.75,1/23/19,12:10,Ewallet,8
471,340-21-9136,Hà Nội,Member,Nữ,Sports and travel,40.05,4,8.01,160.2,168.21,1/25/19,11:40,Cash,8
472,405-31-3305,Hà Nội,Member,Nam,Fashion accessories,43.13,10,21.565,431.3,452.87,2/2/19,18:31,Credit card,7
473,731-59-7531,TP HCM,Member,Nam,Health and beauty,72.57,8,29.028,580.56,609.59,3/30/19,17:58,Cash,7
474,676-39-6028,Hà Nội,Member,Nữ,Electronic accessories,64.44,5,16.11,322.2,338.31,3/30/19,17:04,Cash,7
475,502-05-1910,Hà Nội,Normal,Nam,Health and beauty,65.18,3,9.777,195.54,205.32,2/25/19,20:35,Credit card,8
476,485-30-8700,Hà Nội,Normal,Nữ,Sports and travel,33.26,5,8.315,166.3,174.62,3/18/19,16:10,Credit card,8
477,598-47-9715,TP HCM,Normal,Nam,Electronic accessories,84.07,4,16.814,336.28,353.09,3/7/19,16:54,Ewallet,7
478,701-69-8742,TP HCM,Normal,Nam,Sports and travel,34.37,10,17.185,343.7,360.89,3/16/19,10:11,Ewallet,7
479,575-67-1508,TP HCM,Normal,Nam,Electronic accessories,38.6,1,1.93,38.6,40.53,1/29/19,11:26,Ewallet,9
480,541-08-3113,TP HCM,Normal,Nam,Food and beverages,65.97,8,26.388,527.76,554.15,2/2/19,20:29,Cash,7
481,246-11-3901,TP HCM,Normal,Nữ,Electronic accessories,32.8,10,16.4,328,344.4,2/15/19,12:12,Cash,7
482,674-15-9296,TP HCM,Normal,Nam,Sports and travel,37.14,5,9.285,185.7,194.99,1/8/19,13:05,Ewallet,7
483,305-18-3552,TP HCM,Member,Nam,Home and lifestyle,60.38,10,30.19,603.8,633.99,2/12/19,16:19,Cash,6
484,493-65-6248,TP HCM,Member,Nữ,Sports and travel,36.98,10,18.49,369.8,388.29,1/1/19,19:48,Credit card,7
485,438-01-4015,Đà Nẵng,Member,Nữ,Sports and travel,49.49,4,9.898,197.96,207.86,3/21/19,15:25,Ewallet,8
486,709-58-4068,Đà Nẵng,Normal,Nữ,Fashion accessories,41.09,10,20.545,410.9,431.45,2/28/19,14:42,Cash,7
487,795-49-7276,TP HCM,Normal,Nam,Fashion accessories,37.15,4,7.43,148.6,156.03,3/23/19,18:59,Ewallet,7
488,556-72-8512,TP HCM,Normal,Nam,Home and lifestyle,22.96,1,1.148,22.96,24.11,1/30/19,20:47,Cash,8
489,627-95-3243,Đà Nẵng,Member,Nữ,Home and lifestyle,77.68,9,34.956,699.12,734.08,2/4/19,13:21,Ewallet,6
490,686-41-0932,Đà Nẵng,Normal,Nữ,Fashion accessories,34.7,2,3.47,69.4,72.87,3/13/19,19:48,Ewallet,8
491,510-09-5628,TP HCM,Member,Nữ,Fashion accessories,19.66,10,9.83,196.6,206.43,3/15/19,18:20,Credit card,7
492,608-04-3797,Đà Nẵng,Member,Nữ,Health and beauty,25.32,8,10.128,202.56,212.69,3/5/19,20:24,Ewallet,8
493,148-82-2527,TP HCM,Member,Nữ,Home and lifestyle,12.12,10,6.06,121.2,127.26,3/5/19,13:44,Credit card,9
494,437-53-3084,TP HCM,Normal,Nam,Fashion accessories,99.89,2,9.989,199.78,209.77,2/26/19,11:48,Ewallet,6
495,632-32-4574,TP HCM,Normal,Nam,Sports and travel,75.92,8,30.368,607.36,637.73,3/20/19,14:14,Cash,5
496,556-97-7101,TP HCM,Normal,Nữ,Electronic accessories,63.22,2,6.322,126.44,132.76,1/1/19,15:51,Cash,7
497,862-59-8517,TP HCM,Normal,Nữ,Food and beverages,90.24,6,27.072,541.44,568.51,1/27/19,11:17,Cash,5
498,401-18-8016,TP HCM,Member,Nữ,Sports and travel,98.13,1,4.9065,98.13,103.04,1/21/19,17:36,Cash,10
499,420-18-8989,TP HCM,Member,Nữ,Sports and travel,51.52,8,20.608,412.16,432.77,2/2/19,15:47,Cash,8
500,277-63-2961,TP HCM,Member,Nam,Sports and travel,73.97,1,3.6985,73.97,77.67,2/3/19,15:53,Credit card,7
501,573-98-8548,TP HCM,Member,Nữ,Fashion accessories,31.9,1,1.595,31.9,33.5,1/5/19,12:40,Ewallet,7
502,620-02-2046,TP HCM,Normal,Nam,Home and lifestyle,69.4,2,6.94,138.8,145.74,1/27/19,19:48,Ewallet,7
503,282-35-2475,Đà Nẵng,Normal,Nữ,Sports and travel,93.31,2,9.331,186.62,195.95,3/25/19,17:53,Cash,7
504,511-54-3087,Đà Nẵng,Normal,Nam,Sports and travel,88.45,1,4.4225,88.45,92.87,2/25/19,16:36,Credit card,8
505,726-29-6793,TP HCM,Member,Nam,Electronic accessories,24.18,8,9.672,193.44,203.11,1/28/19,20:54,Ewallet,6
506,387-49-4215,Đà Nẵng,Member,Nữ,Sports and travel,48.5,3,7.275,145.5,152.78,1/8/19,12:50,Cash,7
507,862-17-9201,Đà Nẵng,Normal,Nữ,Food and beverages,84.05,6,25.215,504.3,529.52,1/29/19,10:48,Credit card,7
508,291-21-5991,Đà Nẵng,Member,Nam,Health and beauty,61.29,5,15.3225,306.45,321.77,3/29/19,14:28,Cash,5
509,602-80-9671,TP HCM,Member,Nữ,Home and lifestyle,15.95,6,4.785,95.7,100.49,2/9/19,17:15,Credit card,9
510,347-72-6115,TP HCM,Member,Nữ,Sports and travel,90.74,7,31.759,635.18,666.94,1/16/19,18:03,Credit card,6
511,209-61-0206,Hà Nội,Normal,Nữ,Home and lifestyle,42.91,5,10.7275,214.55,225.28,1/5/19,17:29,Ewallet,7
512,595-27-4851,Hà Nội,Normal,Nữ,Fashion accessories,54.28,7,18.998,379.96,398.96,1/27/19,18:05,Ewallet,7
513,189-52-0236,Hà Nội,Normal,Nam,Electronic accessories,99.55,7,34.8425,696.85,731.69,3/14/19,12:07,Cash,6
514,503-07-0930,TP HCM,Member,Nam,Sports and travel,58.39,7,20.4365,408.73,429.17,2/23/19,19:49,Credit card,7
515,413-20-6708,TP HCM,Member,Nữ,Fashion accessories,51.47,1,2.5735,51.47,54.04,3/18/19,15:52,Ewallet,7
516,425-85-2085,TP HCM,Member,Nam,Health and beauty,54.86,5,13.715,274.3,288.02,3/29/19,16:48,Ewallet,8
517,521-18-7827,TP HCM,Member,Nam,Home and lifestyle,39.39,5,9.8475,196.95,206.8,1/22/19,20:46,Credit card,8
518,220-28-1851,TP HCM,Normal,Nam,Home and lifestyle,34.73,2,3.473,69.46,72.93,3/1/19,18:14,Ewallet,7
519,600-38-9738,TP HCM,Member,Nam,Sports and travel,71.92,5,17.98,359.6,377.58,1/17/19,15:05,Credit card,6
520,734-91-1155,TP HCM,Normal,Nữ,Electronic accessories,45.71,3,6.8565,137.13,143.99,3/26/19,10:34,Credit card,9
521,451-28-5717,TP HCM,Member,Nữ,Home and lifestyle,83.17,6,24.951,499.02,523.97,3/20/19,11:23,Cash,6
522,609-81-8548,Hà Nội,Member,Nữ,Home and lifestyle,37.44,6,11.232,224.64,235.87,2/6/19,13:55,Credit card,8
523,133-14-7229,TP HCM,Normal,Nam,Health and beauty,62.87,2,6.287,125.74,132.03,1/1/19,11:43,Cash,7
524,534-01-4457,Hà Nội,Normal,Nam,Food and beverages,81.71,6,24.513,490.26,514.77,1/27/19,14:36,Credit card,8
525,719-89-8991,Hà Nội,Member,Nữ,Sports and travel,91.41,5,22.8525,457.05,479.9,2/25/19,16:03,Ewallet,5
526,286-62-6248,Đà Nẵng,Normal,Nam,Fashion accessories,39.21,4,7.842,156.84,164.68,1/16/19,20:03,Credit card,8
527,339-38-9982,Đà Nẵng,Member,Nam,Fashion accessories,59.86,2,5.986,119.72,125.71,1/13/19,14:55,Ewallet,9
528,827-44-5872,Đà Nẵng,Member,Nữ,Food and beverages,54.36,10,27.18,543.6,570.78,2/7/19,11:28,Credit card,7
529,827-77-7633,Hà Nội,Normal,Nam,Sports and travel,98.09,9,44.1405,882.81,926.95,2/17/19,19:41,Cash,5
530,287-83-1405,TP HCM,Normal,Nam,Health and beauty,25.43,6,7.629,152.58,160.21,2/12/19,19:01,Ewallet,8
531,435-13-4908,Hà Nội,Member,Nam,Fashion accessories,86.68,8,34.672,693.44,728.11,1/24/19,18:04,Credit card,7
532,857-67-9057,TP HCM,Normal,Nam,Electronic accessories,22.95,10,11.475,229.5,240.98,2/6/19,19:20,Ewallet,6
533,236-27-1144,TP HCM,Normal,Nữ,Food and beverages,16.31,9,7.3395,146.79,154.13,3/26/19,10:31,Ewallet,8
534,892-05-6689,TP HCM,Normal,Nữ,Home and lifestyle,28.32,5,7.08,141.6,148.68,3/11/19,13:28,Ewallet,7
535,583-41-4548,TP HCM,Normal,Nam,Home and lifestyle,16.67,7,5.8345,116.69,122.52,2/7/19,11:36,Ewallet,8
536,339-12-4827,TP HCM,Member,Nữ,Fashion accessories,73.96,1,3.698,73.96,77.66,1/5/19,11:32,Credit card,8
537,643-38-7867,Hà Nội,Normal,Nam,Home and lifestyle,97.94,1,4.897,97.94,102.84,3/7/19,11:44,Ewallet,7
538,308-81-0538,Hà Nội,Normal,Nữ,Fashion accessories,73.05,4,14.61,292.2,306.81,2/25/19,17:16,Credit card,7
539,358-88-9262,TP HCM,Member,Nữ,Food and beverages,87.48,6,26.244,524.88,551.12,2/1/19,18:43,Ewallet,7
540,460-35-4390,Hà Nội,Normal,Nam,Home and lifestyle,30.68,3,4.602,92.04,96.64,1/22/19,11:00,Ewallet,8
541,343-87-0864,TP HCM,Member,Nam,Health and beauty,75.88,1,3.794,75.88,79.67,1/3/19,10:30,Credit card,7
542,173-50-1108,Đà Nẵng,Member,Nữ,Sports and travel,20.18,4,4.036,80.72,84.76,2/13/19,12:14,Credit card,7
543,243-47-2663,TP HCM,Member,Nam,Electronic accessories,18.77,6,5.631,112.62,118.25,1/28/19,16:43,Credit card,7
544,841-18-8232,Đà Nẵng,Normal,Nữ,Food and beverages,71.2,1,3.56,71.2,74.76,1/5/19,20:40,Credit card,9
545,701-23-5550,TP HCM,Member,Nam,Home and lifestyle,38.81,4,7.762,155.24,163,3/19/19,13:40,Ewallet,8
546,647-50-1224,Hà Nội,Normal,Nữ,Fashion accessories,29.42,10,14.71,294.2,308.91,1/12/19,16:23,Ewallet,7
547,541-48-8554,Hà Nội,Normal,Nam,Sports and travel,60.95,9,27.4275,548.55,575.98,1/7/19,12:08,Credit card,8
548,539-21-7227,Đà Nẵng,Normal,Nữ,Sports and travel,51.54,5,12.885,257.7,270.59,1/26/19,17:45,Cash,6
549,213-32-1216,Hà Nội,Normal,Nữ,Electronic accessories,66.06,6,19.818,396.36,416.18,1/23/19,10:28,Cash,7
550,747-58-7183,Đà Nẵng,Normal,Nam,Fashion accessories,57.27,3,8.5905,171.81,180.4,2/9/19,20:31,Ewallet,8
551,582-52-8065,TP HCM,Normal,Nữ,Fashion accessories,54.31,9,24.4395,488.79,513.23,2/22/19,10:49,Cash,6
552,210-57-1719,Đà Nẵng,Normal,Nữ,Health and beauty,58.24,9,26.208,524.16,550.37,2/5/19,12:34,Cash,7
553,399-69-4630,TP HCM,Normal,Nam,Electronic accessories,22.21,6,6.663,133.26,139.92,3/7/19,10:23,Credit card,10
554,134-75-2619,Hà Nội,Member,Nam,Electronic accessories,19.32,7,6.762,135.24,142,3/25/19,18:51,Cash,7
555,356-44-8813,Đà Nẵng,Normal,Nam,Home and lifestyle,37.48,3,5.622,112.44,118.06,1/20/19,13:45,Credit card,8
556,198-66-9832,Đà Nẵng,Member,Nữ,Fashion accessories,72.04,2,7.204,144.08,151.28,2/4/19,19:38,Cash,6
557,283-26-5248,TP HCM,Member,Nữ,Food and beverages,98.52,10,49.26,985.2,1034.46,1/30/19,20:23,Ewallet,6
558,712-39-0363,Hà Nội,Member,Nam,Food and beverages,41.66,6,12.498,249.96,262.46,1/2/19,15:24,Ewallet,7
559,218-59-9410,Hà Nội,Member,Nữ,Home and lifestyle,72.42,3,10.863,217.26,228.12,3/29/19,16:54,Ewallet,7
560,174-75-0888,Đà Nẵng,Normal,Nam,Electronic accessories,21.58,9,9.711,194.22,203.93,3/14/19,12:32,Cash,7
561,866-99-7614,TP HCM,Normal,Nam,Food and beverages,89.2,10,44.6,892,936.6,2/11/19,15:42,Credit card,5
562,134-54-4720,TP HCM,Normal,Nữ,Electronic accessories,42.42,8,16.968,339.36,356.33,1/30/19,13:58,Ewallet,7
563,760-90-2357,Hà Nội,Member,Nam,Electronic accessories,74.51,6,22.353,447.06,469.41,3/20/19,15:08,Ewallet,6
564,514-37-2845,Đà Nẵng,Normal,Nam,Fashion accessories,99.25,2,9.925,198.5,208.43,3/20/19,13:02,Cash,7
565,698-98-5964,Hà Nội,Normal,Nữ,Food and beverages,81.21,10,40.605,812.1,852.71,1/17/19,13:01,Credit card,5
566,718-57-9773,TP HCM,Normal,Nữ,Sports and travel,49.33,10,24.665,493.3,517.97,2/3/19,16:40,Credit card,5
567,651-88-7328,Hà Nội,Normal,Nữ,Fashion accessories,65.74,9,29.583,591.66,621.24,1/1/19,13:55,Cash,6
568,241-11-2261,TP HCM,Normal,Nữ,Fashion accessories,79.86,7,27.951,559.02,586.97,1/10/19,10:33,Credit card,7
569,408-26-9866,TP HCM,Normal,Nữ,Sports and travel,73.98,7,25.893,517.86,543.75,3/2/19,16:42,Ewallet,6
570,834-83-1826,Đà Nẵng,Member,Nữ,Home and lifestyle,82.04,5,20.51,410.2,430.71,2/25/19,17:16,Credit card,8
571,343-61-3544,Đà Nẵng,Member,Nam,Sports and travel,26.67,10,13.335,266.7,280.04,1/29/19,11:48,Cash,6
572,239-48-4278,Hà Nội,Member,Nam,Food and beverages,10.13,7,3.5455,70.91,74.46,3/10/19,19:35,Ewallet,8
573,355-34-6244,Đà Nẵng,Normal,Nam,Food and beverages,72.39,2,7.239,144.78,152.02,1/13/19,19:55,Credit card,8
574,550-84-8664,Hà Nội,Normal,Nam,Sports and travel,85.91,5,21.4775,429.55,451.03,3/22/19,14:33,Credit card,7
575,339-96-8318,TP HCM,Member,Nam,Fashion accessories,81.31,7,28.4585,569.17,597.63,3/1/19,19:49,Ewallet,7
576,458-61-0011,Đà Nẵng,Normal,Nam,Food and beverages,60.3,4,12.06,241.2,253.26,2/20/19,18:43,Cash,8
577,592-34-6155,TP HCM,Normal,Nam,Food and beverages,31.77,4,6.354,127.08,133.43,1/14/19,14:43,Ewallet,8
578,797-88-0493,TP HCM,Normal,Nữ,Health and beauty,64.27,4,12.854,257.08,269.93,3/26/19,13:54,Cash,7
579,207-73-1363,TP HCM,Normal,Nam,Health and beauty,69.51,2,6.951,139.02,145.97,3/1/19,12:15,Ewallet,8
580,390-31-6381,TP HCM,Normal,Nam,Food and beverages,27.22,3,4.083,81.66,85.74,1/7/19,12:37,Cash,8
581,443-82-0585,TP HCM,Member,Nữ,Health and beauty,77.68,4,15.536,310.72,326.26,2/1/19,19:54,Cash,7
582,339-18-7061,TP HCM,Member,Nữ,Fashion accessories,92.98,2,9.298,185.96,195.26,2/13/19,15:06,Credit card,9
583,359-90-3665,Đà Nẵng,Member,Nữ,Fashion accessories,18.08,4,3.616,72.32,75.94,1/14/19,18:03,Credit card,8
584,375-72-3056,Đà Nẵng,Normal,Nam,Sports and travel,63.06,3,9.459,189.18,198.64,1/19/19,15:58,Ewallet,9
585,127-47-6963,Hà Nội,Normal,Nam,Health and beauty,51.71,4,10.342,206.84,217.18,3/9/19,13:53,Credit card,9
586,278-86-2735,Hà Nội,Normal,Nữ,Food and beverages,52.34,3,7.851,157.02,164.87,3/27/19,14:03,Cash,8
587,695-28-6250,Hà Nội,Normal,Nữ,Sports and travel,43.06,5,10.765,215.3,226.07,2/4/19,16:38,Ewallet,9
588,379-17-6588,TP HCM,Normal,Nam,Fashion accessories,59.61,10,29.805,596.1,625.91,3/14/19,11:07,Cash,7
589,227-50-3718,Hà Nội,Normal,Nam,Health and beauty,14.62,5,3.655,73.1,76.76,3/4/19,12:23,Cash,8
590,302-15-2162,TP HCM,Member,Nam,Health and beauty,46.53,6,13.959,279.18,293.14,3/3/19,10:54,Credit card,8
591,788-07-8452,TP HCM,Member,Nữ,Home and lifestyle,24.24,7,8.484,169.68,178.16,1/27/19,17:38,Ewallet,8
592,560-49-6611,Hà Nội,Member,Nữ,Sports and travel,45.58,1,2.279,45.58,47.86,2/7/19,14:13,Cash,7
593,880-35-0356,Hà Nội,Member,Nữ,Sports and travel,75.2,3,11.28,225.6,236.88,2/5/19,11:51,Ewallet,6
594,585-11-6748,TP HCM,Member,Nam,Sports and travel,96.8,3,14.52,290.4,304.92,3/15/19,13:05,Cash,7
595,470-31-3286,Đà Nẵng,Normal,Nữ,Health and beauty,14.82,3,2.223,44.46,46.68,3/1/19,11:30,Credit card,8
596,152-68-2907,Hà Nội,Normal,Nam,Food and beverages,52.2,3,7.83,156.6,164.43,2/15/19,13:30,Credit card,10
597,123-35-4896,TP HCM,Normal,Nữ,Sports and travel,46.66,9,20.997,419.94,440.94,2/17/19,19:11,Ewallet,6
598,258-69-7810,TP HCM,Normal,Nữ,Fashion accessories,36.85,5,9.2125,184.25,193.46,1/26/19,18:53,Cash,6
599,334-64-2006,Hà Nội,Member,Nữ,Home and lifestyle,70.32,2,7.032,140.64,147.67,3/24/19,14:22,Ewallet,9
600,219-61-4139,TP HCM,Normal,Nam,Electronic accessories,83.08,1,4.154,83.08,87.23,1/23/19,17:16,Ewallet,9
601,881-41-7302,TP HCM,Normal,Nữ,Fashion accessories,64.99,1,3.2495,64.99,68.24,1/26/19,10:06,Credit card,7
602,373-09-4567,TP HCM,Normal,Nam,Food and beverages,77.56,10,38.78,775.6,814.38,3/14/19,20:35,Ewallet,6
603,642-30-6693,TP HCM,Normal,Nữ,Sports and travel,54.51,6,16.353,327.06,343.41,3/17/19,13:54,Ewallet,7
604,484-22-8230,TP HCM,Member,Nữ,Fashion accessories,51.89,7,18.1615,363.23,381.39,1/8/19,20:08,Cash,7
605,830-58-2383,TP HCM,Normal,Nam,Home and lifestyle,31.75,4,6.35,127,133.35,2/8/19,15:26,Cash,7
606,559-98-9873,TP HCM,Member,Nữ,Fashion accessories,53.65,7,18.7775,375.55,394.33,2/10/19,12:56,Ewallet,6
607,544-32-5024,TP HCM,Member,Nữ,Food and beverages,49.79,4,9.958,199.16,209.12,3/28/19,19:16,Credit card,8
608,318-12-0304,TP HCM,Normal,Nam,Fashion accessories,30.61,1,1.5305,30.61,32.14,1/23/19,12:20,Ewallet,8
609,349-97-8902,TP HCM,Member,Nam,Food and beverages,57.89,2,5.789,115.78,121.57,1/17/19,10:37,Ewallet,8
610,421-95-9805,TP HCM,Normal,Nữ,Electronic accessories,28.96,1,1.448,28.96,30.41,2/7/19,10:18,Credit card,9
611,277-35-5865,TP HCM,Member,Nữ,Food and beverages,98.97,9,44.5365,890.73,935.27,3/9/19,11:23,Cash,6
612,789-23-8625,TP HCM,Member,Nữ,Fashion accessories,93.22,3,13.983,279.66,293.64,1/24/19,11:45,Cash,7
613,284-54-4231,TP HCM,Member,Nam,Sports and travel,80.93,1,4.0465,80.93,84.98,1/19/19,16:08,Credit card,7
614,443-59-0061,Hà Nội,Member,Nam,Food and beverages,67.45,10,33.725,674.5,708.23,2/3/19,11:25,Ewallet,7
615,509-29-3912,Hà Nội,Member,Nữ,Sports and travel,38.72,9,17.424,348.48,365.9,3/20/19,12:24,Ewallet,7
616,327-40-9673,Đà Nẵng,Member,Nam,Sports and travel,72.6,6,21.78,435.6,457.38,1/13/19,19:51,Cash,8
617,840-19-2096,TP HCM,Member,Nam,Electronic accessories,87.91,5,21.9775,439.55,461.53,3/14/19,18:10,Ewallet,7
618,828-46-6863,Hà Nội,Member,Nam,Food and beverages,98.53,6,29.559,591.18,620.74,1/23/19,11:22,Credit card,6
619,641-96-3695,TP HCM,Member,Nữ,Fashion accessories,43.46,6,13.038,260.76,273.8,2/7/19,17:55,Ewallet,7
620,420-97-3340,Hà Nội,Normal,Nữ,Food and beverages,71.68,3,10.752,215.04,225.79,3/28/19,15:30,Credit card,8
621,436-54-4512,Hà Nội,Member,Nữ,Food and beverages,91.61,1,4.5805,91.61,96.19,3/20/19,19:44,Cash,8
622,670-79-6321,TP HCM,Member,Nữ,Home and lifestyle,94.59,7,33.1065,662.13,695.24,1/17/19,15:27,Credit card,7
623,852-62-7105,Đà Nẵng,Normal,Nữ,Fashion accessories,83.25,10,41.625,832.5,874.13,1/12/19,11:25,Credit card,7
624,598-06-7312,TP HCM,Member,Nữ,Fashion accessories,91.35,1,4.5675,91.35,95.92,2/16/19,15:42,Cash,8
